ticket_id,subject,description,category,priority,sentiment,environment,channel,region,assigned_team,customer_tier,resolution_time_hours,created_at
8853,Best-practice request,"The customer reported that documentation is needed for an upcoming implementation. The affected environment is staging, and dozens of users are affected. the team has a temporary workaround. the impact is manageable at the moment. Initial troubleshooting results are inconclusive. The team is still collecting additional details.",General Inquiry,Low,Positive,Staging,API,Middle East,Customer Success,Premium,27,2024-11-28 05:43:00
8854,Suspicious login activity,"The issue appears to be intermittent. endpoint security raised an alert on the server. The affected environment is testing, and dozens of end users are affected. normal operations cannot continue through an alternate path. operations are severely disrupted. no suspicious activity has been verified. The team is still collecting additional details.",Security,High,Very Negative,Testing,Email,Europe,Security Operations,Standard,23,2024-04-12 21:01:00
8855,Package setup error in one location,"The customer reported that the installer reports a permissions-related error. The affected environment is testing, and a large user group is affected. a workaround is available but adds manual steps. an important business process is delayed. The customer is asking for recommended next steps.",Software Installation,Medium,Neutral,Testing,Web Form,Asia Pacific,Application Support,Premium,30,2025-06-20 01:36:00
8856,certificate warning,"During troubleshooting, we confirmed that the certificate is close to expiry or is no longer trusted. The affected environment is development, and one user is affected. a workaround is available but adds manual steps. the outage is preventing essential work. security monitoring indicates elevated risk. Initial troubleshooting results are inconclusive.",Security,High,Very Negative,Development,Email,Asia Pacific,Security Operations,Enterprise,14,2024-10-28 11:56:00
8857,high cpu usage - follow up,Please review this issue. memory consumption grows until the service is restarted. users can continue by using an alternate process. a limited workflow is delayed. the issue is currently considered operational. The customer is asking for recommended next steps.,Performance,Low,Negative,Development,Phone,Asia Pacific,Performance Engineering,Standard,64,2024-12-10 13:00:00
8858,Delayed login in one location,"The issue appears to be intermittent. login succeeds but takes noticeably longer. The affected environment is production, and several users reported the behavior. no reliable workaround has been identified. the issue does not currently block normal work. Logs are available if needed.",Performance,High,Neutral,Production,Chat,Latin America,Performance Engineering,Enterprise,24,2025-11-08 04:09:00
8859,Installation failed,"Our support team observed that the application installs but one service remains stopped. The affected environment is testing, and a small number of users are affected. service can continue with reduced functionality. operations are severely disrupted. no suspicious activity has been verified. No recent application change has been confirmed.",Software Installation,Medium,Positive,Testing,Web Form,North America,Platform Engineering,Standard,16,2025-02-25 08:17:00
8860,Malware alert,"During troubleshooting, we confirmed that the certificate is close to expiry or is no longer trusted. The affected environment is testing, and dozens of users are affected. no reliable workaround has been identified. the issue is disrupting part of normal operations. the issue is currently considered operational. A restart was attempted without a clear improvement.",Security,High,Negative,Testing,Web Form,Europe,Cybersecurity,Premium,23,2025-07-25 14:51:00
8861,API connectivity issue,"We need help investigating. latency increased after a routing change. The affected environment is development, and hundreds of users may be impacted. a workaround is available but adds manual steps. the impact is manageable at the moment. no suspicious activity has been verified. The customer is asking for recommended next steps.",Network,Low,Neutral,Development,Chat,North America,Network Operations,Standard,143,2026-02-19 05:52:00
8862,Slow application response,"We need help investigating. report generation is slower than expected. The affected environment is disaster recovery, and a small number of users are affected. users can continue by using an alternate process. a limited workflow is delayed. there is no confirmed security impact. Logs are available if needed.",Performance,Medium,Neutral,Disaster Recovery,Email,Latin America,Performance Engineering,Premium,29,2025-11-26 08:53:00
8863,upgrade problem,"The customer reported that the application installs but one service remains stopped. The affected environment is production, and several users reported the behavior. no reliable workaround has been identified. the issue causes inconvenience but work can continue. the issue is currently considered operational. The behavior can be reproduced.",Software Installation,Critical,Negative,Production,Email,Europe,Application Support,Enterprise,1,2026-01-18 00:35:00
8864,Security scan finding,"We need help investigating. several login attempts originated from an unfamiliar address. The affected environment is development, and a small number of users are affected. the available workaround does not work consistently. the issue causes inconvenience but work can continue. the behavior may require a security review. Logs are available if needed.",Security,Medium,Very Negative,Development,Email,Asia Pacific,Security Operations,Enterprise,38,2024-05-08 03:48:00
8865,intermittent connectivity,"packet loss appears during periods of higher activity. The affected environment is production, and a large user group is affected. a workaround is available but adds manual steps. operations are severely disrupted. the behavior may require a security review. Initial troubleshooting results are inconclusive. Logs are available if needed.",Network,High,Very Negative,Production,Chat,Latin America,Infrastructure Support,Standard,4,2025-04-18 10:18:00
8866,Account lockout,The customer reported that the user receives an invalid credentials message. the available workaround does not work consistently. an important business process is delayed. The issue was seen before but resolved without a confirmed cause. A restart was attempted without a clear improvement.,Authentication,Medium,Negative,Testing,Chat,Latin America,MFA Operations,Premium,111,2024-09-04 21:28:00
8867,High CPU usage,"report generation is slower than expected. The affected environment is production, and most users are affected. normal operations cannot continue through an alternate path. the issue causes inconvenience but work can continue. The customer is asking for recommended next steps.",Performance,Critical,Very Negative,Production,Email,Latin America,Application Support,Standard,6,2026-02-22 04:25:00
8868,Privilege change not reflected,"the user can sign in but cannot open the required feature. The affected environment is disaster recovery, and several users reported the behavior. normal operations cannot continue through an alternate path. operations are severely disrupted. A restart was attempted without a clear improvement.",Account Access,Critical,Negative,Disaster Recovery,Web Form,North America,Application Support,Standard,7,2025-11-18 19:54:00
8869,Permission missing - follow up,"During troubleshooting, we confirmed that group membership appears correct but access is still denied. The affected environment is development, and a single administrator is affected. the team has a temporary workaround. the impact is manageable at the moment. the security impact is still being assessed. The customer is asking for recommended next steps.",Account Access,Low,Negative,Development,Phone,Europe,Access Management,Enterprise,220,2024-04-27 02:16:00
8870,policy compliance concern,"the certificate is close to expiry or is no longer trusted. The affected environment is testing, and multiple teams are affected. normal operations cannot continue through an alternate path. the issue causes inconvenience but work can continue. Logs are available if needed.",Security,High,Negative,Testing,Web Form,Asia Pacific,Cybersecurity,Premium,9,2026-04-19 10:07:00
8871,Privilege change not reflected,"permissions disappeared after a profile update. The affected environment is testing, and dozens of users are affected. the team has a temporary workaround. The customer is asking for recommended next steps.",Account Access,Low,Neutral,Testing,API,Middle East,Access Management,Premium,102,2025-09-22 03:07:00
8872,Training material request,"The issue appears to be intermittent. new administrators need training resources. The affected environment is production, and several users reported the behavior. a workaround is available but adds manual steps. No recent app change has been confirmed.",General Inquiry,Low,Very Negative,Production,Phone,Latin America,Technical Support,Premium,56,2025-03-21 18:05:00
8873,License clarification,"Please review this issue. the customer is looking for guidance before making a change. The affected environment is development, and a large user group is affected. a workaround is available but adds manual steps. the issue does not currently block normal work. no suspicious activity has been verified. A restart was attempted without a clear improvement.",General Inquiry,Low,Very Negative,Development,Phone,Latin America,Customer Success,Enterprise,47,2026-06-03 00:09:00
8874,Possible data exposure,"We need help investigating. an administrator account was not recognized by the operations team. The affected env is production, and most users are affected. service can continue with reduced functionality. a critical business process is unavailable. the event could require incident response. The customer is asking for recommended next steps.",Security,Critical,Very Negative,Production,Phone,Europe,Cybersecurity,Enterprise,6,2026-04-14 21:00:00
8875,Connection timeout,"The customer reported that connections to the required port time out. The affected environment is staging, and a small number of users are affected. users can continue by using an alternate process. a limited workflow is delayed. The customer is asking for recommended next steps.",Network,Medium,Neutral,Staging,Phone,Asia Pacific,Infrastructure Support,Premium,26,2025-06-27 02:40:00
8876,Installation failed since yesterday,"Our support team observed that the installer reports a permissions-related error. The affected environment is development, and one test account is affected. users can continue by using an alternate process. a limited workflow is delayed. there is a possible compliance concern. Logs are available if needed.",Software Installation,Low,Negative,Development,Email,Europe,Platform Engineering,Standard,129,2025-10-18 18:22:00
8877,Memory usage increasing,"Please review this issue. several database queries exceed their normal duration. The affected environment is production, and one test account is affected. the issue causes inconvenience but work can continue. A restart was attempted without a clear improvement.",Performance,Low,Positive,Production,Email,North America,Application Support,Premium,56,2024-05-20 22:57:00
8878,Certificate warning,"Our support team observed that a scanner reported a finding that requires review. The affected environment is staging, and several users reported the behavior. the team has a temporary workaround. the issue causes inconvenience but work can continue. the behavior may require a security review. The customer is asking for recommended next steps.",Security,Medium,Neutral,Staging,API,Latin America,Security Operations,Standard,45,2026-06-29 03:48:00
8879,High network latency,"Please review this issue. connections to the required port time out. The affected environment is development, and a small number of users are affected. a workaround is available but adds manual steps. the impact is manageable at the moment. The customer is asking for recommended next steps.",Network,Low,Neutral,Development,Web Form,Middle East,Infrastructure Support,Enterprise,67,2025-03-05 18:58:00
8880,SSO redirect loop,"The customer reported that the push notification does not arrive consistently. The affected environment is production, and one user is affected. the team has a temporary workaround. the issue is disrupting part of normal operations. No recent application change has been confirmed.",Authentication,Medium,Negative,Production,Email,Asia Pacific,MFA Operations,Premium,45,2025-06-14 02:55:00
8881,License clarification,"The issue appears to be intermittent. the customer is looking for guidance before making a change. The affected environment is production, and a small number of users are affected. the team has a temporary workaround. the issue does not currently block normal work. there is a possible compliance concern. The team is still collecting additional details.",General Inquiry,Low,Neutral,Production,Chat,Latin America,Customer Success,Premium,69,2024-05-16 09:57:00
8882,intermittent login failure,"Please review this issue. the account locks after repeated attempts. The affected environment is staging, and hundreds of users may be impacted. a workaround is available but adds manual steps. the issue causes inconvenience but work can continue. The team is still collecting additional details.",Authentication,Medium,Neutral,Staging,API,North America,MFA Operations,Standard,15,2024-04-24 06:44:00
8883,Connection timeout,"The issue appears to be intermittent. the API host responds to ping but the application request fails. The affected environment is production, and a large user group is affected. the team has a temporary workaround. the impact is manageable at the moment. there is no confirmed security impact. The customer is asking for recommended next steps.",Network,High,Negative,Production,Phone,Asia Pacific,Network Operations,Enterprise,11,2025-10-16 19:35:00
8884,Unexpected admin account,The customer reported that several login attempts originated from an unfamiliar address. users can continue by using an alternate process. a limited workflow is delayed. the security impact is still being assessed. The customer is asking for recommended next steps.,Security,Low,Positive,Development,Web Form,Europe,Cybersecurity,Standard,55,2025-11-03 10:16:00
8885,Best-practice request,"new administrators need training resources. The affected environment is production, and dozens of users are affected. normal operations cannot continue through an alternate path. a limited workflow is delayed. no suspicious activity has been verified. The behavior can be reproduced.",General Inquiry,High,Neutral,Production,Chat,Europe,Customer Success,Enterprise,19,2024-05-03 04:26:00
8886,SSO redirect loop,"The customer reported that the identity provider response is delayed. The affected env is production, and one test account is affected. the team has a temporary workaround. the issue causes inconvenience but work can continue. The team is still collecting additional details.",Authentication,Medium,Neutral,Production,Email,North America,Identity Support,Premium,26,2024-01-18 21:34:00
8887,Role not applied,"We need help investigating. the administrator is denied access to one section of the console. The affected environment is production, and hundreds of users may be impacted. the available work around does not work consistently. Logs are available if needed.",Account Access,High,Very Negative,Production,Chat,Middle East,Application Support,Premium,23,2024-11-03 19:12:00
8888,Patch deployment issue,"We need help investigating. the setup fails on one server while succeeding on another. The affected environment is development, and a small number of users are affected. users can continue by using an alternate process. an important business process is delayed. there is a possible compliance concern. Logs are available if needed.",Software Installation,Medium,Neutral,Development,Email,Latin America,Application Support,Premium,56,2026-01-20 12:21:00
8889,Certificate warning,"Our support team observed that logs suggest that information may have been exposed. The affected environment is testing, and multiple teams are affected. normal operations cannot continue through an alternate path. a limited workflow is delayed. the security impact is still being assessed. The customer is asking for recommended next steps.",Security,Critical,Negative,Testing,Email,Latin America,Cybersecurity,Enterprise,6,2025-03-23 02:12:00
8890,Unusual account activity,"logs suggest that information may have been exposed. The affected environment is staging, and the issue affects users across the organization. service can continue with reduced functionality. the issue causes inconvenience but work can continue. the security impact is still being assessed. Logs are available if needed.",Security,High,Very Negative,Staging,Phone,North America,Security Operations,Premium,13,2025-02-10 00:46:00
8891,Token not accepted,"The issue appears to be intermittent. the authentication code is rejected even though it is current. The affected environment is production, and one user is affected. no reliable workaround has been identified. there is little or no immediate business impact. the issue is currently considered operational. Initial troubleshooting results are inconclusive. The customer is asking for recommended next steps.",Authentication,Medium,Negative,Production,Web Form,Asia Pacific,MFA Operations,Standard,18,2024-03-05 21:43:00
8892,Unable to verify identity,"The issue appears to be intermittent. the browser returns to the sign-in page after SSO. The affected env is production, and dozens of users are affected. service can continue with reduced functionality. there is little or no immediate business impact. the issue is currently considered operational. The exact start time is not yet known. A restart was attempted without a clear improvement.",Authentication,Medium,Neutral,Production,Email,Middle East,MFA Operations,Standard,42,2026-04-06 09:17:00
8893,Packet loss reported,"During troubleshooting, we confirmed that users experience short disconnects during active sessions. The affected environment is testing, and one test account is affected. normal operations cannot continue through an alternate path. the issue causes inconvenience but work can continue. the issue is currently considered operational. The behavior can be reproduced.",Network,Medium,Neutral,Testing,Chat,Asia Pacific,Infrastructure Support,Enterprise,71,2024-06-12 18:01:00
8894,Unable to verify identity,"The customer reported that the browser returns to the sign-in page after SSO. The affected environment is production, and hundreds of users may be impacted. a workaround is available but adds manual steps. several business activities are affected. there is a possible compliance concern. Initial troubleshooting results are inconclusive. No recent application change has been confirmed.",Authentication,High,Very Negative,Production,Phone,Middle East,Identity Support,Enterprise,15,2025-10-27 23:12:00
8895,Best-practice request,"Our support team observed that the team is planning an upgrade and needs sequencing advice. The affected environment is production, and several users reported the behavior. the available workaround does not work consistently. the outage is preventing essential work. The team is still collecting additional details.",General Inquiry,High,Very Negative,Production,Web Form,North America,Customer Success,Premium,20,2026-02-12 00:48:00
8896,Account lockout,"Please review this issue. the browser returns to the sign-in page after SSO. The affected environment is production, and hundreds of users may be impacted. a workaround is available but adds manual steps. operations are severely disrupted. the security impact is still being assessed. The behavior can be reproduced.",Authentication,Critical,Very Negative,Production,Phone,Asia Pacific,MFA Operations,Premium,3,2024-08-10 19:23:00
8897,Suspicious login activity,"logs suggest that information may have been exposed. The affected environment is development, and several users reported the behavior. a workaround is available but adds manual steps. a limited workflow is delayed. the issue is currently considered operational. Initial troubleshooting results are inconclusive. The team is still collecting additional details.",Security,Medium,Neutral,Development,Phone,Europe,Cybersecurity,Enterprise,45,2024-06-05 07:29:00
8898,User cannot access feature,"We need help investigating. the new account exists but remains inactive. The affected environment is production, and a large user group is affected. the team cannot currently bypass the issue. a limited workflow is delayed. The customer is asking for recommended next steps.",Account Access,Critical,Negative,Production,Chat,Latin America,Access Management,Enterprise,6,2024-10-07 00:42:00
8899,Account lockout,Please review this issue. the token import completed but verification still fails. normal operations cannot continue through an alternate path. the request is mainly for planning purposes. no suspicious activity has been verified.,Authentication,Medium,Neutral,Testing,API,Europe,Identity Support,Standard,71,2024-04-29 19:28:00
8900,Upgrade problem,"Please review this issue. a required package is not detected on the target server. The affected environment is production, and dozens of users are affected. a workaround is available but adds manual steps. there is little or no immediate business impact. The customer could not confirm whether all locations are affected. The team is still collecting additional details.",Software Installation,Medium,Very Negative,Production,Email,Asia Pacific,Platform Engineering,Premium,50,2025-03-07 11:32:00
8901,Best-practice request,We need help investigating. documentation is needed for an upcoming implementation. no reliable workaround has been identified. several business activities are affected. no suspicious activity has been verified. A restart was attempted without a clear improvement.,General Inquiry,High,Very Negative,Production,Web Form,North America,Technical Support,Premium,15,2024-04-03 23:51:00
8902,Unexpected admin account,"an administrator account was not recognized by the operations team. The affected environment is production, and a large user group is affected. the team has a temporary workaround. the outage is preventing essential work. the issue is currently considered operational. A restart was attempted without a clear improvement.",Security,Critical,Very Negative,Production,Email,Asia Pacific,Security Operations,Premium,4,2024-04-04 12:04:00
8903,connection timeout,"Please review this issue. connections to the required port time out. The affected environment is production, and the issue affects users across the organization. the available workaround does not work consistently. the impact is manageable at the moment. the behavior may require a security review. Logs are available if needed.",Network,Critical,Very Negative,Production,Phone,Europe,Infrastructure Support,Enterprise,8,2025-01-24 14:54:00
8904,Service becomes unresponsive,Please review this issue. several database queries exceed their normal duration. normal operations cannot continue through an alternate path. a limited workflow is delayed. no suspicious activity has been verified. Logs are available if needed.,Performance,Critical,Neutral,Production,Email,Asia Pacific,Application Support,Enterprise,2,2024-07-09 21:41:00
8905,Unexpected admin account,"a scanner reported a finding that requires review. The affected environment is production, and one user is affected. no reliable workaround has been identified. a limited workflow is delayed. the security impact is still being assessed. A restart was attempted without a clear improvement.",Security,Critical,Negative,Production,Chat,Asia Pacific,Cybersecurity,Standard,13,2024-06-05 17:06:00
8906,authentication failed,"The customer reported that the user receives an invalid credentials message. The affected environment is development, and dozens of users are affected. the team has a temporary workaround. several business activities are affected. Logs are available if needed.",Authentication,Medium,Neutral,Development,Chat,Asia Pacific,Identity Support,Premium,50,2025-07-08 18:33:00
8907,DNS resolution issue,"traffic succeeds internally but fails from another network segment. The affected environment is testing, and dozens of users are affected. the team cannot currently bypass the issue. the issue causes inconvenience but work can continue. the issue is currently considered operational. The customer is asking for recommended next steps.",Network,High,Negative,Testing,Web Form,North America,Infrastructure Support,Standard,16,2025-03-31 03:58:00
8908,Possible data exposure,"Please review this issue. the account was used outside its typical pattern. The affected environment is development, and a small number of users are affected. normal operations cannot continue through an alternate path. the issue is disrupting part of normal operations. the security impact is still being assessed. No recent application change has been confirmed.",Security,High,Negative,Development,Chat,Europe,Security Operations,Enterprise,12,2025-04-07 06:24:00
8909,Suspicious login activity,"Please review this issue. the account was used outside its typical pattern. The affected environment is testing, and several users reported the behavior. service can continue with reduced functionality. the issue causes inconvenience but work can continue. security monitoring indicates elevated risk. The customer is asking for recommended next steps.",Security,High,Neutral,Testing,Web Form,Asia Pacific,Security Operations,Standard,27,2025-09-17 09:10:00
8910,Intermittent login failure,"The issue appears to be intermittent. the authentication code is rejected even though it is current. The affected environment is staging, and dozens of users are affected. normal operations cannot continue through an alternate path. several business activities are affected. no suspicious activity has been verified. The behavior can be reproduced.",Authentication,Critical,Very Negative,Staging,API,Middle East,MFA Operations,Premium,19,2025-11-27 09:56:00
8911,Port connection failure,"The issue appears to be intermittent. the application cannot consistently reach the backend service. The affected environment is production, and one test account is affected. the team cannot currently bypass the issue. there is little or no immediate business impact. A restart was attempted without a clear improvement.",Network,High,Neutral,Production,Phone,Asia Pacific,Infrastructure Support,Premium,13,2025-03-13 04:52:00
8912,Performance degraded,"normal requests take much longer than they did previously. The affected environment is production, and the issue affects users across the organization. normal operations cannot continue through an alternate path. there is little or no immediate business impact. No recent application change has been confirmed.",Performance,Critical,Very Negative,Production,API,Latin America,Application Support,Enterprise,4,2024-05-27 15:42:00
8913,Security scan finding,"The issue appears to be intermittent. the configuration may not match the current policy. The affected env is production, and a small number of users are affected. the available workaround does not work consistently. operations are severely disrupted. security monitoring indicates elevated risk. The customer is asking for recommended next steps.",Security,Critical,Negative,Production,Email,Middle East,Cybersecurity,Standard,11,2026-06-19 11:23:00
8914,Malware alert,"We need help investigating. endpoint security raised an alert on the server. The affected environment is production, and one user is affected. normal operations cannot continue through an alternate path. a critical business process is unavailable. no suspicious activity has been verified. A restart was attempted without a clear improvement.",Security,Critical,Very Negative,Production,Email,Asia Pacific,Cybersecurity,Standard,8,2025-04-23 21:58:00
8915,intermittent connectivity,"Please review this issue. latency increased after a routing change. The affected environment is staging, and a single administrator is affected. users can continue by using an alternate process. a limited workflow is delayed. there is no confirmed security impact. The customer is asking for recommended next steps.",Network,Medium,Neutral,Staging,Web Form,Asia Pacific,Infrastructure Support,Premium,32,2024-02-11 01:00:00
8916,User cannot access feature,"During troubleshooting, we confirmed that a recently approved role is not visible in the application. The affected environment is testing, and hundreds of users may be impacted. the team cannot currently bypass the issue. an important business process is delayed. The issue was seen before but resolved without a confirmed cause. The customer is asking for recommended next steps.",Account Access,High,Negative,Testing,Chat,Middle East,Access Management,Standard,12,2025-04-26 01:20:00
8917,Upgrade path question,The issue appears to be intermittent. documentation is needed for an upcoming implementation. normal operations cannot continue through an alternate path. an important business process is delayed. Logs are available if needed.,General Inquiry,High,Very Negative,Disaster Recovery,Chat,North America,Technical Support,Enterprise,7,2026-02-01 00:02:00
8918,License clarification,"Please review this issue. the team is planning an upgrade and needs sequencing advice. The affected environment is production, and a large user group is affected. normal operations cannot continue through an alternate path. the issue does not currently block normal work. The team is still collecting additional details.",General Inquiry,Medium,Neutral,Production,Chat,Latin America,Customer Success,Standard,58,2024-11-24 06:03:00
8919,Long database queries,"The issue appears to be intermittent. memory consumption grows until the service is restarted. The affected environment is development, and one user is affected. no reliable workaround has been identified. the impact is manageable at the moment.",Performance,Low,Neutral,Development,Email,Europe,Application Support,Standard,48,2026-06-23 13:32:00
8920,Connection timeout,"The issue appears to be intermittent. DNS returns different results from separate servers. The affected environment is disaster recovery, and a small number of users are affected. the team cannot currently bypass the issue. the request is mainly for planning purposes. The team is still collecting additional details.",Network,High,Negative,Disaster Recovery,Email,Middle East,Infrastructure Support,Standard,10,2024-08-20 11:01:00
8921,License clarification,"The customer reported that the customer is looking for guidance before making a change. The affected environment is production, and the issue affects users across the organization. the team cannot currently bypass the issue. several business activities are affected.",General Inquiry,High,Very Negative,Production,Email,North America,Technical Support,Premium,12,2025-07-20 20:42:00
8922,Documentation request,"During troubleshooting, we confirmed that documentation is needed for an upcoming implementation. The affected environment is production, and hundreds of users may be impacted. normal operations cannot continue through an alternate path. a critical business process is unavailable. No recent application change has been confirmed.",General Inquiry,Critical,Neutral,Production,API,Middle East,Technical Support,Standard,6,2024-08-12 01:08:00
8923,api connectivity issue,"The customer reported that packet loss appears during periods of higher activity. The affected environment is staging, and most users are affected. no reliable workaround has been identified. the impact is manageable at the moment. the issue is currently considered operational. No recent application change has been confirmed.",Network,Critical,Very Negative,Staging,Phone,Latin America,Network Operations,Standard,4,2025-09-08 15:29:00
8924,Intermittent login failure,"Our support team observed that the identity provider response is delayed. The affected environment is production, and a small number of users are affected. the team has a temporary workaround. the issue causes inconvenience but work can continue. The team is still collecting additional details.",Authentication,High,Negative,Production,Web Form,Asia Pacific,MFA Operations,Enterprise,13,2024-04-28 22:06:00
8925,Upgrade problem,"During troubleshooting, we confirmed that the patch reports that the current version is unsupported. The affected environment is production, and a small number of users are affected. service can continue with reduced functionality. a limited workflow is delayed. there is no confirmed security impact. Initial troubleshooting results are inconclusive. The team is still collecting additional details.",Software Installation,High,Negative,Production,API,Europe,Application Support,Standard,28,2025-07-16 00:27:00
8926,Client setup blocked,"the upgrade rolls back during service startup. The affected environment is development, and one user is affected. the team has a temporary workaround. the impact is manageable at the moment. A restart was attempted without a clear improvement.",Software Installation,Low,Neutral,Development,Web Form,Europe,Platform Engineering,Standard,136,2025-07-14 11:27:00
8927,Slow application response,"The customer reported that normal requests take much longer than they did previously. The affected environment is production, and most users are affected. a workaround is available but adds manual steps. the issue does not currently block normal work. the security impact is still being assessed. The issue was seen before but resolved without a confirmed cause. The customer is asking for recommended next steps.",Performance,High,Very Negative,Production,Web Form,Asia Pacific,Performance Engineering,Enterprise,36,2025-09-12 06:07:00
8928,Long database queries,"The customer reported that normal requests take much longer than they did previously. The affected environment is development, and one test account is affected. the team has a temporary workaround. the request is mainly for planning purposes. the security impact is still being assessed. No recent application change has been confirmed.",Performance,Low,Neutral,Development,Email,Europe,Performance Engineering,Standard,72,2026-01-10 10:48:00
8929,Client setup blocked,"The issue appears to be intermittent. the application installs but one service remains stopped. The affected environment is production, and dozens of users are affected. a workaround is available but adds manual steps. there is little or no immediate business impact. the issue is currently considered operational. The customer is asking for recommended next steps.",Software Installation,Medium,Neutral,Production,API,Latin America,Application Support,Enterprise,26,2024-12-06 12:11:00
8930,Installation failed,"We need help investigating. the upgrade rolls back during service startup. The affected environment is testing, and a small number of users are affected. a workaround is available but adds manual steps. the issue is disrupting part of normal operations. no suspicious activity has been verified. The customer is asking for recommended next steps.",Software Installation,Low,Neutral,Testing,Web Form,Europe,Application Support,Premium,56,2024-01-29 11:54:00
8931,Performance degraded,"performance changed after a recent update. The affected environment is development, and a single administrator is affected. service can continue with reduced functionality. the impact is manageable at the moment. no suspicious activity has been verified.",Performance,Low,Neutral,Development,Chat,Europe,Application Support,Enterprise,90,2024-03-30 20:41:00
8932,Token not accepted,"During troubleshooting, we confirmed that authentication works for some users but not others. The affected environment is staging, and one user is affected. a workaround is available but adds manual steps. several business activities are affected. No recent app change has been confirmed.",Authentication,Medium,Negative,Staging,API,Asia Pacific,Identity Support,Standard,43,2026-03-19 19:44:00
8933,Upgrade problem,"the patch reports that the current version is unsupported. The affected environment is production, and a single administrator is affected. the team has a temporary workaround. the issue causes inconvenience but work can continue. A restart was attempted without a clear improvement.",Software Installation,Medium,Very Negative,Production,Chat,Europe,Application Support,Standard,49,2025-03-05 13:26:00
8934,Port connection failure in one location,"During troubleshooting, we confirmed that users experience short disconnects during active sessions. the team has a temporary workaround. the impact is manageable at the moment. A restart was attempted without a clear improvement.",Network,Low,Negative,Testing,Chat,Europe,Network Operations,Standard,86,2024-12-24 08:02:00
8935,Rollback during upgrade,"The issue appears to be intermittent. the upgrade rolls back during service startup. The affected environment is production, and multiple teams are affected. users can continue by using an alternate process. the issue is disrupting part of normal operations. the issue is currently considered operational. No recent application change has been confirmed.",Software Installation,High,Neutral,Production,API,North America,Platform Engineering,Enterprise,9,2025-06-14 17:44:00
8936,installation failed,"During troubleshooting, we confirmed that the setup fails on one server while succeeding on another. The affected environment is production, and a small number of users are affected. users can continue by using an alternate process. an important business process is delayed. the issue is currently considered operational.",Software Installation,High,Very Negative,Production,Web Form,Middle East,Application Support,Standard,14,2025-07-05 12:50:00
8937,Privilege change not reflected since yesterday,"We need help investigating. a recently approved role is not visible in the application. The affected environment is staging, and dozens of users are affected. service can continue with reduced functionality. the impact is manageable at the moment. The customer is asking for recommended next steps.",Account Access,Low,Neutral,Staging,Email,Asia Pacific,Application Support,Standard,61,2024-05-29 06:06:00
8938,New account inactive,"We need help investigating. the user can sign in but cannot open the required feature. The affected environment is production, and several users reported the behavior. the available workaround does not work consistently. several business activities are affected. Logs are available if needed.",Account Access,Critical,Negative,Production,Web Form,Asia Pacific,Access Management,Premium,5,2026-06-25 02:13:00
8939,SSO redirect loop,"We need help investigating. the authentication code is rejected even though it is current. The affected environment is testing, and several users reported the behavior. the available workaround does not work consistently. several business activities are affected. there is no confirmed security impact. The customer could not confirm whether all locations are affected. A restart was attempted without a clear improvement.",Authentication,High,Negative,Testing,API,Asia Pacific,Identity Support,Enterprise,5,2024-11-26 21:38:00
8940,certificate warning,"We need help investigating. the configuration may not match the current policy. The affected environment is staging, and most users are affected. the available workaround does not work consistently. the behavior may require a security review. The customer could not confirm whether all locations are affected.",Security,High,Very Negative,Staging,Email,Europe,Cybersecurity,Standard,13,2024-04-15 05:05:00
8941,Reports take too long,"Please review this issue. report generation is slower than expected. The affected environment is production, and multiple teams are affected. users can continue by using an alternate process. the issue does not currently block normal work. A restart was attempted without a clear improvement.",Performance,Medium,Neutral,Production,API,Europe,Performance Engineering,Standard,100,2026-04-17 20:21:00
8942,Permission missing,"The issue appears to be intermittent. the user can sign in but cannot open the required feature. The affected environment is production, and a small number of users are affected. a workaround is available but adds manual steps. a critical business process is unavailable. no suspicious activity has been verified. The customer is asking for recommended next steps.",Account Access,Critical,Very Negative,Production,Web Form,Middle East,Application Support,Enterprise,3,2026-05-01 12:13:00
8943,Service becomes unresponsive,"Please review this issue. normal requests take much longer than they did previously. The affected environment is disaster recovery, and a small number of users are affected. no reliable workaround has been identified. operations are severely disrupted. there is no confirmed security impact. The customer is asking for recommended next steps.",Performance,Critical,Negative,Disaster Recovery,Chat,Europe,Performance Engineering,Enterprise,3,2026-05-07 19:02:00
8944,Account lockout,"The issue appears to be intermittent. the user receives an invalid credentials message. The affected environment is production, and one user is affected. the issue is disrupting part of normal operations. no suspicious activity has been verified. The behavior can be reproduced.",Authentication,Medium,Negative,Production,API,Middle East,MFA Operations,Enterprise,19,2024-07-26 15:26:00
8945,memory usage increasing,"The customer reported that performance changed after a recent update. The affected environment is production, and one user is affected. normal operations cannot continue through an alternate path. a critical business process is unavailable. The team is still collecting additional details.",Performance,Critical,Very Negative,Production,Web Form,Middle East,Application Support,Enterprise,5,2026-03-07 18:52:00
8946,Unexpected admin account,"a scanner reported a finding that requires review. The affected environment is production, and one user is affected. users can continue by using an alternate process. an important business process is delayed. the issue may expose sensitive information. The customer is asking for recommended next steps.",Security,Critical,Negative,Production,Web Form,North America,Security Operations,Standard,4,2026-05-17 16:42:00
8947,High network latency,"The issue appears to be intermittent. the application cannot consistently reach the backend service. The affected environment is production, and several users reported the behavior. users can continue by using an alternate process. a limited workflow is delayed. there is no confirmed security impact.",Network,High,Very Negative,Production,Chat,Middle East,Network Operations,Premium,12,2025-02-21 00:13:00
